step,train,val,lr,elapsed_sec
25730,1.500233,1.530597,2.86924987e-04,3585.9
25740,1.576732,1.463455,2.86914146e-04,3587.4
25750,1.650798,1.601076,2.86903301e-04,3589.0
25760,1.585199,1.587997,2.86892452e-04,3590.5
25770,1.426725,1.525531,2.86881599e-04,3591.9
25780,1.461336,1.559834,2.86870741e-04,3593.4
25790,1.623915,1.579115,2.86859879e-04,3594.8
25800,1.544354,1.482193,2.86849013e-04,3596.2
25810,1.659330,1.468426,2.86838143e-04,3597.6
25820,1.582480,1.521372,2.86827268e-04,3599.0
25830,1.629501,1.471718,2.86816390e-04,3600.4
25840,1.515943,1.538189,2.86805506e-04,3601.7
25850,1.450304,1.500407,2.86794619e-04,3603.1
25860,1.508111,1.513448,2.86783727e-04,3604.4
25870,1.599605,1.601044,2.86772831e-04,3605.7
25880,1.552517,1.657781,2.86761931e-04,3606.9
25890,1.603684,1.645688,2.86751027e-04,3608.2
25900,1.543650,1.505821,2.86740118e-04,3609.5
25910,1.563270,1.536588,2.86729205e-04,3610.7
25920,1.510180,1.596078,2.86718288e-04,3612.0
25930,1.497118,1.512733,2.86707367e-04,3613.3
25940,1.531159,1.638229,2.86696441e-04,3614.6
25950,1.488011,1.570405,2.86685511e-04,3615.9
25960,1.578895,1.449380,2.86674577e-04,3617.2
25970,1.510613,1.525708,2.86663638e-04,3618.5
25980,1.622064,1.518901,2.86652695e-04,3619.8
25990,1.564369,1.619409,2.86641748e-04,3621.1
26000,1.459807,1.484850,2.86630797e-04,3622.4
26010,1.464757,1.549622,2.86619842e-04,3624.4
26020,1.524650,1.609396,2.86608882e-04,3626.0
26030,1.593216,1.526271,2.86597918e-04,3627.7
26040,1.526692,1.574687,2.86586950e-04,3629.2
26050,1.609739,1.625233,2.86575977e-04,3630.7
26060,1.512501,1.495575,2.86565000e-04,3632.2
26070,1.513285,1.519539,2.86554019e-04,3633.6
26080,1.633032,1.524343,2.86543034e-04,3635.0
26090,1.428711,1.458862,2.86532045e-04,3636.4
26100,1.613429,1.518446,2.86521051e-04,3637.8
26110,1.552561,1.507585,2.86510053e-04,3639.1
26120,1.515503,1.509932,2.86499051e-04,3640.5
26130,1.575622,1.641116,2.86488044e-04,3641.8
26140,1.467829,1.564872,2.86477033e-04,3643.1
26150,1.449295,1.611697,2.86466018e-04,3644.3
26160,1.502371,1.518499,2.86454999e-04,3645.6
26170,1.583707,1.600922,2.86443976e-04,3646.9
26180,1.558924,1.555700,2.86432948e-04,3648.2
26190,1.517512,1.622928,2.86421916e-04,3649.5
26200,1.440909,1.528326,2.86410880e-04,3650.8
26210,1.631250,1.537480,2.86399839e-04,3652.1
26220,1.552343,1.564736,2.86388794e-04,3653.4
26230,1.543184,1.680450,2.86377745e-04,3654.7
26240,1.532202,1.452060,2.86366692e-04,3656.0
26250,1.558618,1.565534,2.86355635e-04,3657.2
26260,1.669392,1.512740,2.86344573e-04,3658.5
26270,1.476718,1.541195,2.86333507e-04,3659.8
26280,1.459500,1.468006,2.86322437e-04,3661.0
26290,1.608898,1.548517,2.86311363e-04,3662.3
26300,1.592132,1.579197,2.86300284e-04,3663.5
26310,1.490929,1.684119,2.86289201e-04,3664.8
26320,1.621002,1.442630,2.86278114e-04,3666.0
26330,1.597911,1.592988,2.86267022e-04,3667.3
26340,1.582151,1.526654,2.86255927e-04,3668.6
26350,1.550742,1.604445,2.86244827e-04,3669.9
26360,1.537400,1.308794,2.86233723e-04,3671.2
26370,1.565434,1.543034,2.86222614e-04,3672.5
26380,1.556787,1.622955,2.86211502e-04,3673.8
26390,1.432715,1.665689,2.86200385e-04,3675.1
26400,1.487899,1.581321,2.86189264e-04,3676.4
26410,1.581188,1.593191,2.86178139e-04,3677.7
26420,1.450513,1.363129,2.86167009e-04,3679.0
26430,1.463405,1.551876,2.86155875e-04,3680.3
26440,1.539912,1.561032,2.86144737e-04,3681.6
26450,1.577342,1.495394,2.86133595e-04,3682.9
26460,1.440385,1.480005,2.86122448e-04,3684.2
26470,1.575467,1.523452,2.86111298e-04,3685.5
26480,1.583143,1.526310,2.86100143e-04,3686.8
26490,1.670221,1.605252,2.86088984e-04,3688.0
26500,1.585005,1.573393,2.86077820e-04,3689.3
26510,1.554185,1.611320,2.86066652e-04,3691.3
26520,1.543339,1.511454,2.86055481e-04,3692.9
26530,1.564708,1.523313,2.86044304e-04,3694.5
26540,1.598079,1.481761,2.86033124e-04,3696.1
26550,1.611169,1.662254,2.86021939e-04,3697.6
26560,1.652135,1.486071,2.86010751e-04,3699.1
26570,1.537320,1.578117,2.85999558e-04,3700.5
26580,1.501481,1.663411,2.85988360e-04,3701.9
26590,1.540748,1.558226,2.85977159e-04,3703.4
26600,1.601490,1.627837,2.85965953e-04,3704.7
26610,1.624994,1.544800,2.85954743e-04,3706.1
26620,1.590224,1.608450,2.85943529e-04,3707.5
26630,1.466625,1.625311,2.85932310e-04,3708.9
26640,1.662534,1.556870,2.85921088e-04,3710.3
26650,1.525332,1.461590,2.85909861e-04,3711.7
26660,1.617829,1.590506,2.85898630e-04,3713.0
26670,1.526455,1.517962,2.85887394e-04,3714.4
26680,1.642709,1.494321,2.85876155e-04,3715.7
26690,1.451087,1.614431,2.85864911e-04,3717.0
26700,1.585771,1.494232,2.85853663e-04,3718.4
26710,1.587365,1.580555,2.85842411e-04,3719.7
26720,1.537276,1.526879,2.85831154e-04,3721.1
26730,1.514775,1.604148,2.85819893e-04,3722.4
26740,1.554723,1.552794,2.85808628e-04,3723.8
26750,1.472173,1.528264,2.85797359e-04,3725.2
26760,1.515996,1.597433,2.85786086e-04,3726.6
26770,1.600002,1.478006,2.85774808e-04,3728.0
26780,1.732592,1.594476,2.85763526e-04,3729.4
26790,1.524513,1.682848,2.85752240e-04,3730.8
26800,1.610597,1.474480,2.85740950e-04,3732.2
26810,1.662479,1.491220,2.85729656e-04,3733.6
26820,1.452551,1.617183,2.85718357e-04,3734.9
26830,1.543492,1.470418,2.85707054e-04,3736.3
26840,1.580270,1.575346,2.85695747e-04,3737.7
26850,1.648262,1.527406,2.85684435e-04,3739.0
26860,1.531088,1.633824,2.85673120e-04,3740.4
26870,1.453054,1.586993,2.85661800e-04,3741.8
26880,1.479179,1.546873,2.85650476e-04,3743.1
26890,1.525115,1.509909,2.85639148e-04,3744.5
26900,1.558722,1.492770,2.85627815e-04,3746.0
26910,1.559882,1.367301,2.85616478e-04,3747.3
26920,1.501296,1.538623,2.85605137e-04,3748.7
26930,1.487107,1.492569,2.85593792e-04,3750.1
26940,1.485853,1.452834,2.85582443e-04,3751.5
26950,1.683486,1.594598,2.85571089e-04,3752.9
26960,1.568009,1.575023,2.85559732e-04,3754.3
26970,1.484393,1.513697,2.85548370e-04,3755.6
26980,1.584166,1.521309,2.85537003e-04,3757.0
26990,1.513557,1.606014,2.85525633e-04,3758.3
27000,1.618184,1.640414,2.85514258e-04,3759.6
27010,1.513374,1.459275,2.85502879e-04,3761.5
27020,1.623379,1.595485,2.85491496e-04,3763.2
27030,1.427122,1.500346,2.85480109e-04,3764.8
27040,1.487976,1.495854,2.85468718e-04,3766.3
27050,1.527209,1.539900,2.85457322e-04,3767.8
27060,1.445406,1.505853,2.85445922e-04,3769.3
27070,1.578284,1.526801,2.85434518e-04,3770.8
27080,1.583755,1.526728,2.85423109e-04,3772.2
27090,1.554898,1.509462,2.85411697e-04,3773.6
27100,1.547980,1.627715,2.85400280e-04,3774.9
27110,1.445262,1.511009,2.85388859e-04,3776.3
27120,1.527133,1.583914,2.85377434e-04,3777.7
27130,1.590291,1.495346,2.85366004e-04,3779.1
27140,1.521571,1.500984,2.85354571e-04,3780.4
27150,1.483107,1.528688,2.85343133e-04,3781.7
27160,1.589542,1.455537,2.85331691e-04,3783.1
27170,1.634030,1.449348,2.85320245e-04,3784.4
27180,1.574794,1.483837,2.85308794e-04,3785.7
27190,1.572199,1.500863,2.85297340e-04,3787.1
27200,1.427510,1.617644,2.85285881e-04,3788.4
27210,1.490433,1.571768,2.85274418e-04,3789.8
27220,1.540961,1.689276,2.85262950e-04,3791.1
27230,1.536474,1.512438,2.85251479e-04,3792.5
27240,1.639062,1.631715,2.85240003e-04,3793.8
27250,1.456334,1.691725,2.85228523e-04,3795.2
27260,1.604222,1.608961,2.85217039e-04,3796.5
27270,1.542497,1.488525,2.85205551e-04,3797.8
27280,1.636284,1.571801,2.85194058e-04,3799.1
27290,1.607370,1.557233,2.85182562e-04,3800.4
27300,1.572075,1.591662,2.85171061e-04,3801.8
27310,1.582128,1.638043,2.85159556e-04,3803.1
27320,1.514203,1.464970,2.85148046e-04,3804.4
27330,1.549719,1.522841,2.85136533e-04,3805.8
27340,1.533197,1.562542,2.85125015e-04,3807.1
27350,1.587974,1.567160,2.85113493e-04,3808.4
27360,1.597322,1.556850,2.85101967e-04,3809.7
27370,1.544924,1.545213,2.85090437e-04,3810.9
27380,1.597972,1.549860,2.85078902e-04,3812.2
27390,1.616278,1.513080,2.85067364e-04,3813.5
27400,1.454446,1.489247,2.85055821e-04,3814.7
27410,1.578121,1.449802,2.85044274e-04,3816.0
27420,1.556824,1.590555,2.85032722e-04,3817.3
27430,1.545455,1.588816,2.85021167e-04,3818.6
27440,1.552242,1.541041,2.85009607e-04,3819.9
27450,1.562193,1.508760,2.84998043e-04,3821.1
27460,1.614607,1.548062,2.84986475e-04,3822.4
27470,1.556456,1.605351,2.84974903e-04,3823.7
27480,1.604188,1.494546,2.84963326e-04,3824.9
27490,1.655098,1.606266,2.84951746e-04,3826.2
27500,1.583696,1.539524,2.84940161e-04,3827.5
27510,1.443635,1.507466,2.84928572e-04,3829.4
27520,1.603258,1.604255,2.84916979e-04,3831.0
27530,1.450365,1.531740,2.84905381e-04,3832.5
27540,1.570873,1.490681,2.84893779e-04,3834.0
27550,1.573876,1.559839,2.84882174e-04,3835.4
27560,1.550437,1.522380,2.84870564e-04,3836.8
27570,1.615268,1.598138,2.84858949e-04,3838.2
27580,1.541707,1.538626,2.84847331e-04,3839.5
27590,1.464849,1.624883,2.84835708e-04,3840.9
27600,1.660734,1.562942,2.84824082e-04,3842.2
27610,1.447167,1.450578,2.84812451e-04,3843.5
27620,1.411614,1.511597,2.84800815e-04,3844.9
27630,1.552654,1.627511,2.84789176e-04,3846.2
27640,1.481417,1.498159,2.84777532e-04,3847.5
27650,1.521955,1.488291,2.84765885e-04,3848.9
27660,1.562780,1.554890,2.84754233e-04,3850.2
27670,1.552734,1.565850,2.84742577e-04,3851.5
27680,1.463465,1.457992,2.84730916e-04,3852.8
27690,1.610398,1.352442,2.84719252e-04,3854.1
27700,1.515342,1.665151,2.84707583e-04,3855.4
27710,1.500320,1.552201,2.84695910e-04,3856.7
27720,1.490618,1.569470,2.84684233e-04,3858.0
27730,1.553690,1.576654,2.84672552e-04,3859.2
27740,1.496381,1.587266,2.84660867e-04,3860.5
27750,1.586846,1.458012,2.84649177e-04,3861.8
27760,1.521795,1.644109,2.84637483e-04,3863.1
27770,1.569387,1.567572,2.84625785e-04,3864.4
27780,1.586902,1.575362,2.84614083e-04,3865.7
27790,1.502721,1.646276,2.84602377e-04,3867.0
27800,1.511174,1.513002,2.84590666e-04,3868.3
27810,1.503352,1.508029,2.84578952e-04,3869.6
27820,1.519571,1.639778,2.84567233e-04,3870.9
27830,1.487455,1.472321,2.84555510e-04,3872.2
27840,1.646501,1.478053,2.84543782e-04,3873.5
27850,1.595321,1.465167,2.84532051e-04,3874.8
27860,1.542753,1.629362,2.84520315e-04,3876.1
27870,1.567602,1.512637,2.84508575e-04,3877.4
27880,1.555572,1.604268,2.84496832e-04,3878.7
27890,1.621135,1.467352,2.84485083e-04,3880.0
27900,1.585324,1.611686,2.84473331e-04,3881.2
27910,1.575393,1.515921,2.84461575e-04,3882.5
27920,1.544947,1.433662,2.84449814e-04,3883.7
27930,1.654829,1.482869,2.84438049e-04,3884.9
27940,1.560009,1.607978,2.84426280e-04,3886.1
27950,1.538164,1.604473,2.84414507e-04,3887.3
27960,1.662394,1.455268,2.84402729e-04,3888.5
27970,1.585373,1.528389,2.84390948e-04,3889.7
27980,1.471766,1.451315,2.84379162e-04,3891.0
27990,1.560894,1.507031,2.84367372e-04,3892.3
28000,1.514530,1.499788,2.84355578e-04,3893.5
28010,1.493134,1.570983,2.84343780e-04,3895.5
28020,1.601164,1.521364,2.84331977e-04,3897.2
28030,1.535288,1.579151,2.84320171e-04,3898.8
28040,1.529236,1.539400,2.84308360e-04,3900.3
28050,1.599313,1.574643,2.84296545e-04,3901.9
28060,1.618626,1.567750,2.84284726e-04,3903.3
28070,1.469139,1.512244,2.84272903e-04,3904.8
28080,1.611545,1.537000,2.84261075e-04,3906.2
28090,1.577393,1.446718,2.84249244e-04,3907.5
28100,1.486575,1.580363,2.84237408e-04,3908.9
28110,1.531197,1.542468,2.84225568e-04,3910.2
28120,1.564853,1.490711,2.84213724e-04,3911.6
28130,1.491840,1.487963,2.84201875e-04,3912.9
28140,1.480548,1.578558,2.84190023e-04,3914.2
28150,1.470844,1.539589,2.84178166e-04,3915.5
28160,1.592369,1.508707,2.84166305e-04,3916.7
28170,1.537844,1.568757,2.84154440e-04,3918.0
28180,1.533141,1.626052,2.84142571e-04,3919.3
28190,1.505255,1.521641,2.84130698e-04,3920.5
28200,1.687735,1.622607,2.84118821e-04,3921.8
28210,1.526895,1.548344,2.84106939e-04,3923.1
28220,1.553502,1.501351,2.84095053e-04,3924.4
28230,1.547653,1.587266,2.84083163e-04,3925.7
28240,1.509495,1.571933,2.84071269e-04,3926.9
28250,1.463639,1.446498,2.84059371e-04,3928.2
28260,1.527558,1.475116,2.84047468e-04,3929.5
28270,1.511014,1.689575,2.84035562e-04,3930.8
28280,1.508884,1.646199,2.84023651e-04,3932.1
28290,1.529670,1.580974,2.84011736e-04,3933.3
28300,1.713413,1.652536,2.83999817e-04,3934.6
28310,1.440351,1.599529,2.83987893e-04,3936.0
28320,1.521899,1.554379,2.83975966e-04,3937.3
28330,1.581784,1.504411,2.83964034e-04,3938.6
28340,1.497185,1.563961,2.83952099e-04,3939.9
28350,1.498399,1.546102,2.83940159e-04,3941.2
28360,1.543642,1.534090,2.83928215e-04,3942.6
28370,1.495070,1.598203,2.83916266e-04,3943.9
28380,1.525112,1.629580,2.83904314e-04,3945.2
28390,1.553592,1.497372,2.83892358e-04,3946.5
28400,1.499946,1.538514,2.83880397e-04,3947.9
28410,1.617583,1.489386,2.83868432e-04,3949.3
28420,1.630958,1.428937,2.83856463e-04,3950.6
28430,1.558779,1.467302,2.83844490e-04,3952.0
28440,1.577066,1.453969,2.83832512e-04,3953.4
28450,1.503000,1.562273,2.83820531e-04,3954.8
28460,1.513153,1.585110,2.83808545e-04,3956.1
28470,1.428867,1.481053,2.83796555e-04,3957.4
28480,1.566054,1.567524,2.83784562e-04,3958.8
28490,1.601310,1.494580,2.83772563e-04,3960.1
28500,1.505336,1.503500,2.83760561e-04,3961.4
28510,1.489968,1.629578,2.83748555e-04,3963.4
28520,1.613421,1.523537,2.83736544e-04,3965.0
28530,1.572202,1.597358,2.83724529e-04,3966.6
28540,1.640339,1.537031,2.83712511e-04,3968.2
28550,1.482208,1.540170,2.83700488e-04,3969.6
28560,1.596446,1.455496,2.83688460e-04,3971.1
28570,1.476800,1.544939,2.83676429e-04,3972.6
28580,1.488486,1.438117,2.83664394e-04,3974.1
28590,1.458447,1.552957,2.83652354e-04,3975.5
28600,1.488940,1.541768,2.83640310e-04,3977.0
28610,1.538337,1.605985,2.83628262e-04,3978.4
28620,1.568657,1.552074,2.83616210e-04,3979.8
28630,1.495040,1.571643,2.83604154e-04,3981.2
28640,1.501622,1.500018,2.83592094e-04,3982.6
28650,1.553323,1.519367,2.83580029e-04,3984.0
28660,1.559493,1.608638,2.83567960e-04,3985.5
28670,1.527683,1.524374,2.83555888e-04,3986.9
28680,1.527016,1.450940,2.83543811e-04,3988.4
28690,1.484052,1.548717,2.83531730e-04,3989.8
28700,1.473600,1.551254,2.83519644e-04,3991.2
28710,1.466161,1.468518,2.83507555e-04,3992.7
28720,1.496579,1.418657,2.83495461e-04,3994.2
28730,1.513454,1.559754,2.83483364e-04,3995.7
28740,1.536866,1.531313,2.83471262e-04,3997.2
28750,1.474392,1.538864,2.83459156e-04,3998.8
28760,1.649369,1.510651,2.83447046e-04,4000.6
28770,1.514304,1.599804,2.83434932e-04,4002.3
28780,1.499496,1.556408,2.83422813e-04,4004.0
28790,1.615457,1.571668,2.83410691e-04,4005.6
28800,1.530631,1.491622,2.83398564e-04,4007.1
28810,1.478163,1.578365,2.83386433e-04,4008.6
28820,1.683410,1.527240,2.83374298e-04,4010.2
28830,1.435533,1.517107,2.83362159e-04,4011.6
28840,1.442764,1.567098,2.83350016e-04,4013.2
28850,1.503753,1.512243,2.83337869e-04,4014.6
28860,1.525292,1.669637,2.83325717e-04,4016.1
28870,1.596878,1.619870,2.83313562e-04,4018.0
28880,1.483236,1.530537,2.83301402e-04,4020.2
28890,1.605634,1.601209,2.83289238e-04,4022.1
28900,1.600913,1.594235,2.83277070e-04,4024.1
28910,1.595023,1.583250,2.83264898e-04,4026.2
28920,1.560766,1.667169,2.83252721e-04,4028.2
28930,1.393443,1.531014,2.83240541e-04,4030.1
28940,1.508187,1.507924,2.83228356e-04,4031.9
28950,1.553323,1.615548,2.83216168e-04,4033.7
28960,1.482107,1.574655,2.83203975e-04,4035.5
28970,1.630655,1.656278,2.83191778e-04,4037.1
28980,1.602288,1.489343,2.83179577e-04,4038.8
28990,1.592715,1.568749,2.83167371e-04,4040.3
29000,1.594440,1.588430,2.83155162e-04,4041.9
29010,1.479749,1.505434,2.83142948e-04,4043.9
29020,1.490133,1.536162,2.83130731e-04,4045.6
29030,1.512397,1.549768,2.83118509e-04,4047.2
29040,1.593451,1.543913,2.83106283e-04,4048.8
29050,1.428749,1.533261,2.83094053e-04,4050.4
29060,1.555572,1.523558,2.83081819e-04,4051.9
29070,1.646268,1.568453,2.83069581e-04,4053.4
29080,1.435563,1.576375,2.83057338e-04,4054.9
29090,1.441409,1.608721,2.83045092e-04,4056.3
29100,1.596450,1.484915,2.83032841e-04,4057.8
29110,1.557629,1.431835,2.83020586e-04,4059.3
29120,1.516085,1.518774,2.83008327e-04,4060.8
29130,1.427821,1.552993,2.82996064e-04,4062.2
29140,1.560160,1.483934,2.82983797e-04,4063.6
29150,1.478629,1.448526,2.82971526e-04,4065.0
29160,1.565592,1.497914,2.82959250e-04,4066.3
29170,1.513380,1.532082,2.82946971e-04,4067.7
29180,1.469830,1.541428,2.82934687e-04,4069.0
29190,1.576950,1.498664,2.82922399e-04,4070.3
29200,1.566883,1.610132,2.82910107e-04,4071.7
29210,1.451913,1.547247,2.82897811e-04,4073.0
29220,1.475644,1.466391,2.82885511e-04,4074.3
29230,1.602816,1.617916,2.82873207e-04,4075.6
29240,1.572179,1.449459,2.82860898e-04,4076.9
29250,1.512033,1.490640,2.82848586e-04,4078.2
29260,1.568664,1.525392,2.82836269e-04,4079.4
29270,1.486298,1.629684,2.82823948e-04,4080.7
29280,1.457736,1.563156,2.82811623e-04,4082.0
29290,1.626441,1.549407,2.82799294e-04,4083.3
29300,1.536990,1.447736,2.82786961e-04,4084.6
29310,1.657102,1.504849,2.82774624e-04,4085.9
29320,1.568448,1.569739,2.82762282e-04,4087.1
29330,1.436124,1.550496,2.82749937e-04,4088.4
29340,1.574777,1.624162,2.82737587e-04,4089.7
29350,1.430948,1.420701,2.82725233e-04,4091.0
29360,1.511909,1.592180,2.82712876e-04,4092.3
29370,1.520820,1.608510,2.82700514e-04,4093.6
29380,1.577298,1.535724,2.82688147e-04,4094.8
29390,1.479960,1.682108,2.82675777e-04,4096.1
29400,1.561663,1.549083,2.82663403e-04,4097.4
29410,1.662394,1.519353,2.82651025e-04,4098.6
29420,1.579439,1.539647,2.82638642e-04,4099.9
29430,1.499783,1.482938,2.82626255e-04,4101.2
29440,1.480038,1.584913,2.82613865e-04,4102.5
29450,1.551330,1.543260,2.82601470e-04,4103.8
29460,1.414293,1.552451,2.82589071e-04,4105.0
29470,1.439246,1.595190,2.82576667e-04,4106.3
29480,1.515449,1.430528,2.82564260e-04,4107.6
29490,1.518555,1.633808,2.82551849e-04,4108.9
29500,1.406311,1.557077,2.82539433e-04,4110.1
29510,1.533084,1.511131,2.82527014e-04,4112.0
29520,1.436007,1.637480,2.82514590e-04,4113.6
29530,1.610055,1.517157,2.82502162e-04,4115.1
29540,1.483694,1.572251,2.82489731e-04,4116.5
29550,1.516729,1.452924,2.82477295e-04,4118.0
29560,1.461391,1.515746,2.82464854e-04,4119.1
29570,1.479361,1.520870,2.82452410e-04,4120.2
29580,1.482087,1.538230,2.82439962e-04,4121.3
29590,1.524050,1.509674,2.82427510e-04,4122.5
29600,1.463366,1.556957,2.82415053e-04,4123.6
29610,1.573570,1.509144,2.82402592e-04,4124.8
29620,1.528222,1.608117,2.82390128e-04,4126.0
29630,1.566256,1.447813,2.82377659e-04,4127.1
29640,1.588264,1.564174,2.82365186e-04,4128.3
29650,1.498222,1.561561,2.82352709e-04,4129.6
29660,1.558021,1.564808,2.82340228e-04,4130.8
29670,1.480621,1.546014,2.82327742e-04,4132.0
29680,1.528558,1.549306,2.82315253e-04,4133.3
29690,1.460898,1.544010,2.82302759e-04,4134.6
29700,1.538280,1.551304,2.82290262e-04,4135.9
29710,1.445545,1.437672,2.82277760e-04,4137.1
29720,1.603143,1.611189,2.82265254e-04,4138.4
29730,1.497673,1.522805,2.82252745e-04,4139.7
29740,1.586387,1.579170,2.82240231e-04,4141.0
29750,1.614012,1.596942,2.82227713e-04,4142.3
29760,1.499665,1.603116,2.82215190e-04,4143.5
29770,1.574670,1.605624,2.82202664e-04,4144.8
29780,1.601634,1.555225,2.82190134e-04,4146.1
29790,1.441424,1.515945,2.82177599e-04,4147.3
29800,1.455611,1.564239,2.82165061e-04,4148.6
29810,1.486049,1.616609,2.82152518e-04,4149.9
29820,1.550830,1.488137,2.82139971e-04,4151.2
29830,1.503990,1.567490,2.82127420e-04,4152.5
29840,1.503233,1.573804,2.82114865e-04,4153.8
29850,1.559646,1.533253,2.82102306e-04,4155.0
29860,1.595413,1.629671,2.82089743e-04,4156.3
29870,1.549067,1.536883,2.82077176e-04,4157.6
29880,1.421330,1.540241,2.82064605e-04,4158.9
29890,1.531504,1.437049,2.82052029e-04,4160.2
29900,1.553673,1.454235,2.82039450e-04,4161.5
29910,1.361109,1.472716,2.82026866e-04,4162.8
29920,1.505376,1.584125,2.82014278e-04,4164.0
29930,1.445862,1.514502,2.82001687e-04,4165.3
29940,1.484661,1.536628,2.81989091e-04,4166.5
29950,1.665752,1.590260,2.81976491e-04,4167.8
29960,1.595284,1.580991,2.81963887e-04,4169.0
29970,1.576844,1.562941,2.81951279e-04,4170.2
29980,1.514498,1.543830,2.81938666e-04,4171.5
29990,1.534129,1.557045,2.81926050e-04,4172.7
30000,1.488872,1.464006,2.81913430e-04,4174.0
30010,1.516454,1.384111,2.81900805e-04,4176.0
30020,1.501374,1.516573,2.81888176e-04,4177.7
30030,1.600135,1.600711,2.81875544e-04,4178.9
30040,1.542242,1.430315,2.81862907e-04,4180.0
30050,1.608595,1.556571,2.81850266e-04,4181.1
30060,1.694206,1.596542,2.81837621e-04,4182.2
30070,1.574522,1.487847,2.81824972e-04,4183.3
30080,1.594406,1.634444,2.81812319e-04,4184.3
30090,1.564285,1.475355,2.81799662e-04,4185.4
30100,1.567195,1.496350,2.81787000e-04,4186.5
30110,1.494351,1.425068,2.81774335e-04,4187.6
30120,1.360816,1.589610,2.81761666e-04,4188.7
30130,1.427037,1.538410,2.81748992e-04,4189.8
30140,1.545992,1.585220,2.81736314e-04,4190.9
30150,1.619711,1.470440,2.81723633e-04,4192.0
30160,1.454008,1.477784,2.81710947e-04,4193.1
30170,1.596901,1.506357,2.81698257e-04,4194.2
30180,1.541447,1.649894,2.81685563e-04,4195.2
30190,1.565609,1.539621,2.81672865e-04,4196.3
30200,1.612206,1.616017,2.81660163e-04,4197.4
30210,1.517943,1.698442,2.81647457e-04,4198.5
30220,1.560680,1.543780,2.81634747e-04,4199.6
30230,1.560825,1.554154,2.81622032e-04,4200.7
30240,1.435479,1.511513,2.81609314e-04,4201.8
30250,1.483140,1.465747,2.81596591e-04,4202.9
30260,1.519827,1.607430,2.81583865e-04,4204.0
30270,1.533303,1.524002,2.81571134e-04,4205.1
30280,1.484803,1.729167,2.81558399e-04,4206.2
30290,1.539286,1.505166,2.81545661e-04,4207.3
30300,1.393655,1.484147,2.81532918e-04,4208.4
30310,1.550054,1.595306,2.81520171e-04,4209.5
30320,1.479507,1.717659,2.81507420e-04,4210.6
30330,1.618400,1.613526,2.81494665e-04,4211.7
30340,1.636566,1.536328,2.81481905e-04,4212.8
30350,1.539887,1.516723,2.81469142e-04,4213.9
30360,1.472957,1.651259,2.81456375e-04,4215.0
30370,1.547648,1.549779,2.81443603e-04,4216.1
30380,1.482929,1.553538,2.81430828e-04,4217.2
30390,1.481629,1.601740,2.81418048e-04,4218.3
30400,1.530919,1.523883,2.81405265e-04,4219.4
30410,1.621182,1.576800,2.81392477e-04,4220.5
30420,1.591923,1.615382,2.81379685e-04,4221.6
30430,1.601281,1.527523,2.81366889e-04,4222.7
30440,1.464392,1.550844,2.81354090e-04,4223.8
30450,1.492863,1.715480,2.81341286e-04,4224.9
30460,1.417295,1.499091,2.81328478e-04,4226.0
30470,1.626944,1.507695,2.81315666e-04,4227.1
30480,1.496808,1.475054,2.81302849e-04,4228.2
30490,1.557567,1.495564,2.81290029e-04,4229.3
30500,1.557792,1.545471,2.81277205e-04,4230.4
30510,1.488591,1.487738,2.81264376e-04,4231.7
30520,1.509559,1.539371,2.81251544e-04,4232.8
30530,1.543303,1.491199,2.81238708e-04,4233.9
30540,1.536097,1.566389,2.81225867e-04,4235.0
30550,1.422081,1.561119,2.81213022e-04,4236.1
30560,1.443486,1.517490,2.81200174e-04,4237.2
30570,1.583960,1.548782,2.81187321e-04,4238.3
30580,1.643976,1.495180,2.81174464e-04,4239.4
30590,1.464429,1.638837,2.81161603e-04,4240.5
30600,1.519305,1.509483,2.81148738e-04,4241.6
30610,1.572383,1.646030,2.81135869e-04,4242.7
30620,1.507556,1.547787,2.81122996e-04,4243.8
30630,1.575631,1.622496,2.81110119e-04,4244.9
30640,1.553385,1.541707,2.81097238e-04,4246.0
30650,1.567199,1.445210,2.81084353e-04,4247.1
30660,1.486819,1.443167,2.81071463e-04,4248.2
30670,1.484039,1.595549,2.81058570e-04,4249.3
30680,1.431861,1.484062,2.81045673e-04,4250.4
30690,1.539683,1.510600,2.81032771e-04,4251.5
30700,1.604450,1.494313,2.81019866e-04,4252.6
30710,1.516993,1.475209,2.81006956e-04,4253.7
30720,1.577086,1.415681,2.80994042e-04,4254.8
30730,1.388991,1.595689,2.80981125e-04,4255.9
30740,1.526229,1.578293,2.80968203e-04,4257.0
30750,1.490780,1.540801,2.80955277e-04,4258.1
30760,1.444580,1.388172,2.80942347e-04,4259.2
30770,1.434072,1.448816,2.80929413e-04,4260.3
30780,1.524554,1.578608,2.80916475e-04,4261.4
30790,1.493222,1.632556,2.80903533e-04,4262.5
30800,1.443023,1.619397,2.80890587e-04,4263.5
30810,1.426634,1.462712,2.80877637e-04,4264.6
30820,1.519322,1.545755,2.80864683e-04,4265.7
30830,1.503026,1.479881,2.80851725e-04,4266.8
30840,1.502709,1.583293,2.80838762e-04,4267.9
30850,1.535443,1.516248,2.80825796e-04,4269.0
30860,1.518633,1.505034,2.80812826e-04,4270.1
30870,1.546791,1.519407,2.80799851e-04,4271.2
30880,1.497892,1.505321,2.80786873e-04,4272.3
30890,1.487007,1.498927,2.80773890e-04,4273.4
